train_acc,train_loss,val_acc,val_loss
0.06957894736842105,4.131671,0.1032,3.8936865
0.11776842105263159,3.760958,0.1476,3.5842483
0.1540421052631579,3.5343332,0.1744,3.4508924
0.19090526315789472,3.3397038,0.20240000000000002,3.277305
0.22709473684210527,3.1389823,0.2368,3.0677989
0.25543157894736845,2.9987085,0.2452,3.014197
0.2724421052631579,2.9003208,0.2648,2.925499
0.2904210526315789,2.8350422,0.298,2.8346689
0.30505263157894735,2.769732,0.2776,2.8176868
0.3155578947368421,2.7165062,0.3028,2.7667463
0.32277894736842105,2.6864629,0.3156,2.6988447
0.33258947368421043,2.6409714,0.3196,2.703485
0.3411157894736842,2.6146998,0.3184,2.6740272
0.3466526315789474,2.5862114,0.33399999999999996,2.6034057
0.34842105263157896,2.566098,0.33559999999999995,2.6224623
0.3566526315789474,2.5419517,0.3571999999999999,2.5544004
0.36,2.5263858,0.3588,2.5348632
0.36732631578947367,2.5065956,0.3464,2.584876
0.3697894736842106,2.482903,0.358,2.526536
0.376421052631579,2.4685798,0.3644,2.5123224
0.3797894736842106,2.451063,0.37079999999999996,2.490815
0.38155789473684215,2.432559,0.34879999999999994,2.527936
0.3808842105263158,2.4223695,0.37559999999999993,2.437297
0.38932631578947363,2.4075325,0.368,2.4672606
0.39515789473684215,2.3909616,0.37799999999999995,2.4297712
0.39663157894736845,2.3815808,0.3784000000000001,2.449174
0.39802105263157894,2.3667064,0.3872,2.4250665
0.40296842105263164,2.3554175,0.37839999999999996,2.4724004
0.40591578947368423,2.3397808,0.39879999999999993,2.3870902
0.4093473684210526,2.3356152,0.3824,2.4036345
0.41098947368421057,2.3208609,0.402,2.3852448
0.41452631578947363,2.3106613,0.39519999999999994,2.3888054
0.4141263157894737,2.3084764,0.39080000000000004,2.3636441
0.42105263157894735,2.2862422,0.3968,2.3577616
0.4204,2.278767,0.402,2.3445356
0.4217894736842105,2.2709484,0.4132,2.315571
0.4259157894736842,2.2630756,0.4068,2.3492615
0.42755789473684214,2.2565882,0.392,2.3381965
0.42810526315789477,2.2476974,0.39799999999999996,2.3111596
0.4305473684210526,2.2384648,0.41359999999999997,2.309027
0.43568421052631584,2.2327929,0.39880000000000004,2.3724582
0.4394736842105263,2.218297,0.4132,2.306746
0.4410736842105263,2.203166,0.4004000000000001,2.3023505
0.4422315789473684,2.202479,0.41359999999999997,2.3109963
0.4445263157894737,2.1935256,0.414,2.2703104
0.4464421052631579,2.1822214,0.4116,2.2634928
0.44713684210526317,2.1745467,0.42719999999999997,2.2446685
0.45250526315789474,2.1679218,0.426,2.2497764
0.4536842105263158,2.153184,0.4035999999999999,2.2865756
0.45656842105263157,2.1430988,0.4295999999999999,2.2167547
0.4591578947368421,2.1366792,0.4244,2.239733
0.461621052631579,2.1275373,0.43,2.1948462
0.46164210526315796,2.1205585,0.41600000000000004,2.2169383
0.4660210526315789,2.1067946,0.42,2.2136145
0.4645473684210527,2.1058407,0.4391999999999999,2.1771743
0.4693052631578947,2.0931706,0.4428000000000001,2.1727195
0.471642105263158,2.0842552,0.43360000000000004,2.19365
0.47195789473684213,2.0737078,0.4396,2.1975203
0.47770526315789474,2.0613334,0.44040000000000007,2.161552
0.47778947368421054,2.0543253,0.4424,2.1523628
0.4811578947368421,2.047681,0.4476,2.16523
0.48349473684210525,2.0399542,0.44839999999999997,2.132757
0.4883578947368421,2.0277667,0.4412,2.1439106
0.4882736842105263,2.0198448,0.4391999999999999,2.1628602
0.4901473684210526,2.011167,0.44720000000000004,2.130154
0.4929263157894737,1.995976,0.45000000000000007,2.1228704
0.4927578947368421,1.9921546,0.4604,2.0993843
0.4965473684210527,1.9813297,0.4584,2.1136322
0.5001684210526316,1.9695352,0.45840000000000003,2.1153917
0.5057263157894737,1.9584196,0.45,2.0955625
0.5068421052631579,1.9454437,0.4448,2.0880644
0.5065684210526316,1.9423401,0.4472,2.088594
0.5132842105263158,1.931195,0.46399999999999997,2.068936
0.5114736842105263,1.9243108,0.46480000000000005,2.0630145
0.5150947368421053,1.9137826,0.458,2.055412
0.5175368421052632,1.9063886,0.4708,2.0301216
0.5209473684210526,1.8991879,0.47,2.0578773
0.5225684210526317,1.8870721,0.47600000000000003,2.0475159
0.5265473684210527,1.8796035,0.4772,2.0314834
0.5293684210526316,1.8691449,0.4648,2.0360804
0.5290105263157895,1.8623949,0.466,2.0269108
0.5339789473684211,1.8489165,0.47040000000000004,2.0163424
0.5342736842105263,1.8435948,0.4808,1.992425
0.5360421052631579,1.8350563,0.4612,2.0175815
0.5426736842105263,1.8272645,0.48960000000000004,2.002422
0.5403157894736843,1.8241962,0.47480000000000006,2.0023599
0.5429684210526315,1.8129423,0.4832,1.9789681
0.5462315789473685,1.8061501,0.49,1.9821084
0.5476421052631579,1.7987982,0.49160000000000004,1.9747921
0.5489684210526315,1.7924827,0.4876,1.9634634
0.5506947368421053,1.786992,0.48,1.973909
0.5521684210526316,1.7833622,0.4847999999999999,1.9756644
0.5502947368421053,1.7819924,0.48639999999999994,1.9539189
0.5510736842105263,1.7779378,0.49440000000000006,1.9615723
0.5555368421052631,1.7726256,0.47919999999999996,1.9666545
0.5568000000000001,1.7668933,0.4904,1.9542639
0.5575157894736842,1.7644345,0.4868,1.9531151
0.5566526315789474,1.7651421,0.486,1.9552827
0.5563157894736842,1.7621384,0.48879999999999996,1.9531654
0.5572842105263157,1.7602059,0.4968,1.9416887
