train_acc,train_loss,val_acc,val_loss
0.0860421052631579,4.0050445,0.14400000000000002,3.618591
0.1772,3.3875027,0.19400000000000003,3.2440317
0.24941052631578947,2.9733686,0.25439999999999996,2.9681208
0.3062947368421053,2.694831,0.32,2.6373687
0.3470105263157895,2.4780965,0.33039999999999997,2.525617
0.38250526315789474,2.32018,0.3624,2.4171405
0.4142736842105263,2.174419,0.38760000000000006,2.2725487
0.44178947368421045,2.061706,0.4160000000000001,2.1926608
0.46282105263157897,1.9640844,0.42479999999999996,2.1166837
0.4809894736842105,1.8837208,0.44079999999999997,2.0433931
0.4986526315789474,1.8170602,0.4612,1.9790186
0.5113894736842106,1.7506555,0.4623999999999999,1.9393312
0.5242105263157895,1.7010171,0.48599999999999993,1.8449391
0.5359368421052632,1.6496019,0.48120000000000007,1.8377107
0.549621052631579,1.6029564,0.4972,1.8081778
0.5571578947368421,1.5659207,0.4935999999999999,1.8227746
0.5696421052631578,1.5221214,0.5096,1.7642292
0.5753684210526316,1.4853677,0.502,1.7694504
0.5815578947368422,1.4574298,0.5156000000000001,1.7303364
0.5930105263157895,1.424892,0.526,1.7158552
0.597221052631579,1.3957591,0.5348,1.7020621
0.607221052631579,1.3637187,0.5292,1.6694835
0.6129473684210526,1.3435727,0.5419999999999999,1.6510233
0.6190105263157896,1.3114423,0.5512,1.6351941
0.621221052631579,1.3017137,0.5444,1.6353259
0.6308,1.2749473,0.5472,1.6275002
0.6351157894736842,1.2510072,0.5416000000000001,1.6537395
0.6405894736842105,1.231617,0.5608,1.6033734
0.6479368421052631,1.2101858,0.5611999999999999,1.5990278
0.649557894736842,1.192645,0.5628000000000001,1.5790433
0.6551368421052631,1.1777526,0.554,1.584118
0.6586736842105262,1.1606749,0.552,1.6319519
0.6626105263157894,1.1425833,0.5592,1.6030209
0.6666105263157894,1.1219591,0.5584,1.5908104
0.6702736842105264,1.1126149,0.564,1.608389
0.6765473684210527,1.0953598,0.558,1.6159481
0.6774105263157895,1.0806476,0.5704,1.5850205
0.6832631578947368,1.0680594,0.5835999999999999,1.5696602
0.6851578947368421,1.0511695,0.574,1.6222905
0.6916631578947369,1.0348563,0.5680000000000001,1.6014488
0.6922315789473683,1.0287676,0.5660000000000001,1.5702397
0.6973263157894737,1.0081112,0.5792,1.6028017
0.699642105263158,1.0008585,0.5644,1.6273444
0.7023157894736842,0.9906849,0.5668,1.6125827
0.7076210526315789,0.97158617,0.5684,1.6341527
0.711642105263158,0.9630513,0.57,1.6029624
0.7108210526315789,0.95313275,0.5712,1.6035466
0.7171157894736842,0.9414601,0.5648,1.6341728
0.7200421052631579,0.9233903,0.5776,1.61101
0.7233894736842106,0.91274893,0.5723999999999999,1.620835
0.723621052631579,0.90607375,0.5716,1.6467638
0.7278315789473685,0.8937555,0.5776,1.626677
0.7311789473684212,0.8842434,0.5756,1.6342398
0.7319368421052631,0.87490946,0.5804,1.6349401
0.7378736842105263,0.85872436,0.5832,1.5899805
0.7373473684210525,0.85544187,0.5888,1.595036
0.7420210526315789,0.842518,0.5824,1.6342804
0.7440000000000001,0.83535904,0.5828,1.614142
0.7481263157894738,0.822845,0.5783999999999999,1.6256225
0.7506526315789472,0.8106921,0.5796,1.6222502
0.7505263157894737,0.80679286,0.5779999999999998,1.6537973
0.7563578947368421,0.79665864,0.5728,1.6456531
0.7525052631578947,0.79700816,0.5812,1.6379246
0.758,0.78222245,0.59,1.6346841
0.7600210526315789,0.77046466,0.5796,1.6664821
0.7616421052631578,0.76935494,0.5836,1.6465905
0.7665684210526316,0.7537372,0.5908000000000001,1.6376516
0.7685473684210526,0.7497105,0.5776,1.6661395
0.7672210526315789,0.7469436,0.5896,1.6513574
0.7717473684210526,0.7359381,0.5848,1.6493726
0.776021052631579,0.72551286,0.5892,1.6546282
0.774421052631579,0.7239082,0.586,1.6607773
0.7788842105263157,0.71486074,0.5776,1.6773793
0.780778947368421,0.70593554,0.5916,1.6487677
0.7811157894736843,0.7037394,0.5864,1.6554077
0.7830947368421053,0.6992461,0.5808,1.6875503
0.7828,0.69680727,0.5807999999999999,1.6764973
0.7873684210526316,0.6822468,0.5868,1.6895463
0.7877894736842106,0.68176514,0.5908,1.6979867
0.7918105263157895,0.67358655,0.59,1.6768762
0.7908421052631579,0.67268574,0.5892000000000001,1.6742162
0.7924842105263158,0.6666333,0.5855999999999999,1.6850157
0.7910947368421052,0.66559345,0.5828,1.6915278
0.7953684210526315,0.65902203,0.5855999999999999,1.6838754
0.7961263157894737,0.6514167,0.5788,1.6917701
0.7978105263157894,0.64923024,0.5828,1.6973599
0.7993263157894737,0.65279907,0.5863999999999999,1.695198
0.7988631578947369,0.6439566,0.5816,1.6829579
0.7990315789473683,0.64071816,0.5855999999999999,1.6949364
0.8006947368421052,0.6366472,0.5792,1.7040805
0.8026105263157894,0.6371499,0.5836,1.7099252
0.7980631578947369,0.64058566,0.5868,1.6992742
0.8012210526315791,0.6328975,0.586,1.6849611
0.8047157894736843,0.6310359,0.5855999999999999,1.7165132
0.8050105263157895,0.6293515,0.5856,1.7201357
0.806778947368421,0.62224346,0.5912000000000001,1.7052537
0.8056842105263159,0.62666786,0.578,1.7164924
0.804821052631579,0.6222415,0.5795999999999999,1.713364
0.8047157894736842,0.62472606,0.5820000000000001,1.7163231
0.8053263157894738,0.62732923,0.5868,1.7061061
